title,link,location,original_price,price,end_date
Honda Rider Education Center,https://www.livingsocial.com/deals/1616540-dirt-bike-lesson-with-all-necessary-gear,"Colton, CA", 180,89,
Amour Beauty and Body Sculpting,https://www.livingsocial.com/deals/1645210-lipo-light-and-total-body-vibration-sessions,"Hacienda Heights, CA", 150,39,
Ticket to Teatro Martini Dinner Theater,https://www.livingsocial.com/events/1637024-ticket-to-teatro-martini-dinner-theater,"Buena Park, CA", 70,45,use by Jun 27
Amazing Escape Room Northridge,https://www.livingsocial.com/deals/1618046-1-hour-escape-room-visit-for-up-to-8-people,"Northridge, CA", 60,49,
"Ticket to ""Grease""",https://www.livingsocial.com/events/1644104-ticket-to-grease,"Santa Ana, CA", 25,12,use by Apr  9
Brainy Actz Irvine,https://www.livingsocial.com/deals/1620200-ticket-to-the-legend-of-the-lost-art-escape-room,"Irvine, CA", 60,39,
New Health Centers,https://www.livingsocial.com/deals/1648474-1-hour-massage-pain-consultation,Multiple Locations, 164,29,
Personalized Self-Inking Stamp,https://www.livingsocial.com/deals/1647060-personalized-self-inking-stamp,, 50,19,
Full Psycle,https://www.livingsocial.com/deals/1635790-5-cycling-classes,Multiple Locations, 90,44,
Merlin's Magic Dinner Show,https://www.livingsocial.com/deals/1631086-magic-show-dinner-for-2,"Orange, CA", 59,30,
Woody's Wharf,https://www.livingsocial.com/deals/1627204-30-to-spend-on-seafood-and-steak,"Newport Beach, CA", 30,18,
3-Course Murder Mystery Dinner for 1 or 2,https://www.livingsocial.com/events/1601030-3-course-murder-mystery-dinner-for-1-or-2,Los Angeles Area, 60,29,use by Nov  1
Star Helicopters,https://www.livingsocial.com/deals/1633774-24-minute-helicopter-day-tour,"Hawthorne, CA", 420,239,
Facial Café,https://www.livingsocial.com/deals/1624634-chemical-peel-facial-or-microdermabrasion,"Orange, CA", 90,39,
$40 to Spend on Inflatable Couch Products,https://www.livingsocial.com/deals/1640298-40-to-spend-on-inflatable-couch-products,, 40,20,
Allure Cosmetic Beverly Hills,https://www.livingsocial.com/deals/1634560-40-or-50-units-of-botox,"Los Angeles, CA", 480,289,
Lasik Center Medical Group,https://www.livingsocial.com/deals/1629554-20-units-of-botox-in-irvine,"Irvine, CA", 240,129,
Ship 'N a Bottle,https://www.livingsocial.com/deals/1622480-90-minute-luxury-cruise-package,Multiple Locations, 155,75,
NASCAR Racing Experience,https://www.livingsocial.com/deals/1621082-nascar-racing-ride-along-or-driving-experience,Multiple Locations, 129,64,
Cosmetic Laser Center of Beverly Hills,https://www.livingsocial.com/deals/1607964-facial-fillers-botox-dysport-or-restylane,"Los Angeles, CA", 1600,299,
Maze Rooms,https://www.livingsocial.com/deals/1601100-prison-escape-room-experience-for-up-to-6,Multiple Locations, 99,52,
Body Balance Massage,https://www.livingsocial.com/deals/1644704-60-minute-body-balance-massage,"Seal Beach, CA", 90,45,
Lebua Thai Massage & Spa,https://www.livingsocial.com/deals/1606672-choice-of-swedish-thai-or-deep-tissue-massage,"Long Beach, CA", 55,33,
Santa Barbara School of Mosaic Art,https://www.livingsocial.com/deals/1641156-beginner-mosaic-workshop,"Santa Barbara, CA", 250,149,
Los Angeles Laser Aesthetics and Skin Care,https://www.livingsocial.com/deals/1622792-80-off-unlimited-laser-hair-removal-treatments-ipl-photofacials-or-sclerotherapy-vein-treatment,Multiple Locations, 750,145,
Newport Crest Medical Center,https://www.livingsocial.com/deals/1604638-ultrasonic-cavitation-body-treatments,"Newport Beach, CA", 249,49,
Brix Sunset Beach,https://www.livingsocial.com/deals/1643654-burgers-and-new-york-style-deli-sandwiches,"Huntington Beach, CA", 60,30,
Mother Daughter Love Charms Bracelet,https://www.livingsocial.com/deals/1639692-mother-daughter-love-charms-bracelet,, 125,9,
Jungle Island,https://www.livingsocial.com/deals/1634346-paintball-walk-on-package,"Lake Elsinore, CA", 50,27,
Texas Pit Bar-B-Que,https://www.livingsocial.com/deals/1638002-barbecue-meal-in-lake-forest,"Lake Forest, CA", 40,20,
Vogel Equine,https://www.livingsocial.com/deals/1625236-three-1-hour-private-riding-lessons,"San Juan Capistrano, CA", 315,127,
Ticket to 17th Annual US Sumo Open,https://www.livingsocial.com/events/1646060-ticket-to-17th-annual-us-sumo-open,"Long Beach, CA", 35,25,use by Jun 17
Hanson Chiropractic,https://www.livingsocial.com/deals/1645536-chiropractic-consultation-x-rays-and-adjustments,"Irvine, CA", 400,29,
Stellas nails and skin,https://www.livingsocial.com/deals/1642848-eyelash-extensions-or-eyebrow-microblading-session,"Woodland Hills, CA", 140,48,
OC Boat Rentals,https://www.livingsocial.com/deals/1640514-2-4-or-6-hour-electric-boat-rental,"Newport Beach, CA", 316,189,
Levity Live Oxnard,https://www.livingsocial.com/deals/1639544-2-or-4-tickets-to-levity-live-oxnard,"Oxnard, CA", 100,20,
Alegria Cocina Latina,https://www.livingsocial.com/deals/1638094-30-or-40-to-spend-on-latin-american-food,"Long Beach, CA", 30,15,
2-Day Film School,https://www.livingsocial.com/deals/1637016-admission-for-a-certificated-2-day-film-school-graduation,"Los Angeles, CA", 389,129,
Beverly Hills Rejuvenation Medical Associates,https://www.livingsocial.com/deals/1627412-20-units-of-botox-in-corona-del-mar,"Corona Del Mar, CA", 300,129,
NOVA Center,https://www.livingsocial.com/deals/1621362-1-or-3-one-hour-float-sessions,"Woodland Hills, CA", 99,55,
Concierge Podiatry,https://www.livingsocial.com/deals/1646968-toenail-fungus-removal,"Newport Beach, CA", 524,199,
The Center for Medical Weight Loss,https://www.livingsocial.com/deals/1645194-liptropic-b-12-injections,"Westlake Village, CA", 260,48,
London Boat Rentals,https://www.livingsocial.com/deals/1639110-2-hour-jet-ski-rental,"Long Beach, CA", 225,178,
Diamond Head Parasail,https://www.livingsocial.com/deals/1627618-beginners-parasail-ride-for-2-or-3-people,"Honolulu, HI", 150,105,
Pacific Rejuvenation Medical,https://www.livingsocial.com/deals/1621706-weight-management-program-or-body-treatments,Multiple Locations, 750,99,
Advance Beauty College Laguna Hills,https://www.livingsocial.com/deals/1616538-one-or-three-75-minute-facials,"Laguna Hills, CA", 45,34,
India Kitchen,https://www.livingsocial.com/deals/1614324-30-to-spend-on-indian-food-at-dinner,"Tustin, CA", 30,15,
Plant Nite Garden Party Event at a Local Pub or Restaurant,https://www.livingsocial.com/events/1601756-plant-nite-garden-party-event-at-a-local-pub-or-restaurant,Los Angeles Area, 45,25,use by Jun  3
LA Skincare Center,https://www.livingsocial.com/deals/1601136-oxygen-facial,"El Segundo, CA", 240,99,
Valencia Body Sculpting,https://www.livingsocial.com/deals/1642034-ultrasonic-cavitation-or-chromogenex-i-lipo-session,"Valencia, CA", 500,99,
Salt Cave,https://www.livingsocial.com/deals/1632848-salt-cave-session-and-10-to-spend-on-products,"Santa Barbara, CA", 35,15,
dr LASER,https://www.livingsocial.com/deals/1630836-60-minute-signature-facial,Multiple Locations, 110,35,
BLT Cleaning Service,https://www.livingsocial.com/deals/1619586-house-cleaning-and-1-year-membership,Los Angeles Area, 179,59,
Personalized Hardcover 1-Click Photo Book,https://www.livingsocial.com/deals/1617692-personalized-hardcover-1-click-photo-book,, 45,9,
Brea Imporv,https://www.livingsocial.com/deals/1614944-2-general-admission-tickets,"Brea, CA", 100,20,
Segway Tours by Wheel Fun Rentals,https://www.livingsocial.com/deals/1602496-segway-tour-downtown-long-beach-or-sand-sea,"Long Beach, CA", 119,59,
"50"" x 60"" Personalized Photo Blanket",https://www.livingsocial.com/deals/1639880-50-x-60-personalized-photo-blanket,, 110,29,
Whole Body Vibe,https://www.livingsocial.com/deals/1637772-colonic-hydrotherapy-sessions,Multiple Locations, 90,47,
SwingIt Trapeze,https://www.livingsocial.com/deals/1634310-2-hour-trapeze-or-aerial-sessions,"Anaheim, CA", 114,59,
Ticket to The Magic of Ivan Amodei,https://www.livingsocial.com/events/1631820-ticket-to-the-magic-of-ivan-amodei,"Beverly Hills, CA", 75,36,Apr 01 - Apr 08
Laguna Niguel Car Wash,https://www.livingsocial.com/deals/1617878-executive-or-full-service-hand-wash,"Laguna Niguel, CA", 28,14,
Massage Revolution,https://www.livingsocial.com/deals/1614320-1-hour-neuromuscular-or-regular-massage,"Manhattan Beach, CA", 98,38,
Beyond Beauty Lashes,https://www.livingsocial.com/deals/1606242-full-set-of-eyelash-extensions,Multiple Locations, 160,58,
Rockin'Jump,https://www.livingsocial.com/deals/1602158-rockin-birthday-party-package,"Santa Ana, CA", 14,10,
Vein Clinic CA & Med-Spa,https://www.livingsocial.com/deals/1599310-sclerotherapy,"Costa Mesa, CA", 300,99,
Touch Massage Boutique,https://www.livingsocial.com/deals/1647902-1-hour-signature-massage,"Los Angeles, CA", 75,45,
SkinSmith by Cynthia Smith,https://www.livingsocial.com/deals/1646748-1-or-3-oxygen-facials-at-skinsmith,"Santa Clarita, CA", 450,125,
Sonic Pro Electric Toothbrush Set,https://www.livingsocial.com/deals/1639756-sonic-pro-electric-toothbrush-set,, 150,34,
$30 to Spend on Fruit Arrangements,https://www.livingsocial.com/deals/1638812-30-to-spend-on-fruit-arrangements,, 30,15,
The Rib Trader,https://www.livingsocial.com/deals/1631080-barbecue-pre-fixe-meal-for-4,"Orange, CA", 53,28,
Santa Barbara Art Glass,https://www.livingsocial.com/deals/1601600-beginner-art-glass-blowing-class,"Santa Barbara, CA", 200,99,
Hermosa Massage,https://www.livingsocial.com/deals/1597610-thai-swedish-combination-massage-with-hot-stone,"Hermosa Beach, CA", 70,43,
My California Permit,https://www.livingsocial.com/deals/1234090-online-drivers-ed-course-and-dmv-certificate,Los Angeles Area, 65,15,
Abbey Moving,https://www.livingsocial.com/deals/1644638-2-movers-for-three-hours-with-a-truck,Los Angeles Area, 390,195,
Brix at The Shore,https://www.livingsocial.com/deals/1641718-brunch-for-2-or-4-at-brix-at-the-shore,"Long Beach, CA", 36,24,
Ticket to Freestyle Festival 2017,https://www.livingsocial.com/events/1631290-ticket-to-freestyle-festival-2017,"Long Beach, CA", 50,35,use by Apr 22
Adrien Aiache MD,https://www.livingsocial.com/deals/1629528-20-units-of-botox,Multiple Locations, 240,129,
Beverly Hills Rejuvenation Medical Associates,https://www.livingsocial.com/deals/1627406-1-or-2-vials-of-sculptra-facial-injection,"Corona Del Mar, CA", 999,399,
Therapeutic Massage by Sharon,https://www.livingsocial.com/deals/1623424-massage-acupuncture-and-optional-cupping,"Orange, CA", 100,18,
Integrative Wellness Academy,https://www.livingsocial.com/deals/1623374-online-wellness-and-life-coaching-certification,Los Angeles Area, 1626,311,
Santé Aesthetics & Medical Wellness,https://www.livingsocial.com/deals/1616468-6-laser-hair-removal-treatments,"Pasadena, CA", 400,89,
Float Therapy Spa,https://www.livingsocial.com/deals/1614108-60-minute-float-pod-session,"Huntington Beach, CA", 65,39,
Hollywood Body Sculpting,https://www.livingsocial.com/deals/1606874-chromogenex-i-lipo-laser-treatments,"North Hollywood, CA", 249,49,
Health Solution Medical,https://www.livingsocial.com/deals/1599754-ipl-skin-rejuvenation-treatment,"Aliso Viejo, CA", 400,129,
Integrative Wellness Academy,https://www.livingsocial.com/deals/1509436-life-coaching-certification-courses,Los Angeles Area, 1200,230,
Ice Town Riverside,https://www.livingsocial.com/deals/1644752-open-ice-skating-with-rentals-for-2-or-4,"Riverside, CA", 28,14,
La Beaute Spa,https://www.livingsocial.com/deals/1640296-laser-teeth-whitening-sessions,"Santa Monica, CA", 350,49,
The G Spa Santa Barbara,https://www.livingsocial.com/deals/1635818-novathreads-facial-or-neck-treatment,"Santa Barbara, CA", 3000,1500,
Hi-Tech Archery,https://www.livingsocial.com/deals/1624720-1-hour-archery-class-for-2-people,"Fullerton, CA", 50,25,
Abbracci Medical Spa,https://www.livingsocial.com/deals/1601982-6-laser-hair-removal-treatments,"Redondo Beach, CA", 294,179,
15 Bottles of Wine,https://www.livingsocial.com/deals/1647954-15-bottles-of-wine,, 311,65,
72-Hour Emergency Backpack Kit for 2 or 4 People,https://www.livingsocial.com/deals/1643682-72-hour-emergency-backpack-kit-for-2-or-4-people,, 100,39,
Sparadise,https://www.livingsocial.com/deals/1643308-60-or-90-minute-customized-massage,"Los Angeles, CA", 115,42,
Revolution Aviation,https://www.livingsocial.com/deals/1640598-coastal-helicopter-tour-for-2-people,"Newport Beach, CA", 399,279,
Home-Delivered Meals with Farm-Fresh Ingredients,https://www.livingsocial.com/deals/1640076-home-delivered-meals-with-farm-fresh-ingredients,, 60,29,
Dave the Window Guy,https://www.livingsocial.com/deals/1639662-window-cleaning-for-up-to-25-windows,Los Angeles Area, 160,69,
Baja Test Kitchen,https://www.livingsocial.com/deals/1634474-curated-baja-california-wine-country-tour,"San Diego, CA", 250,175,
Intermission Spa,https://www.livingsocial.com/deals/1632530-couple-s-massage-with-chocolate-and-beverages,"Upland, CA", 220,99,
Davey's Locker Sportfishing,https://www.livingsocial.com/deals/1627492-10-hour-deep-sea-fishing-experience,"Newport Beach, CA", 71,39,
DNA Worldview Test,https://www.livingsocial.com/deals/1623418-dna-worldview-test,, 249,97,
Riverside Flight Academy,https://www.livingsocial.com/deals/1619566-90-minute-discovery-flight-lesson-experience,"Riverside, CA", 170,85,
Alan's Superior Details,https://www.livingsocial.com/deals/1619126-auto-hand-wax-or-interior-exterior-detail,"Placentia, CA", 79,40,
LA Waterfront Cruises,https://www.livingsocial.com/deals/1609888-2-5-hour-whale-watching-cruise,"San Pedro, CA", 35,14,
Kalologie 360 Spa Thousand Oaks,https://www.livingsocial.com/deals/1606244-signature-facial-and-massage-with-aromatherapy,"Thousand Oaks, CA", 250,99,
Pure Pilates,https://www.livingsocial.com/deals/1602972-unlimited-mega-reformer-pilates,"Huntington Beach, CA", 149,69,
Custom Bobblehead,https://www.livingsocial.com/deals/1635094-yes-bobbleheads-custom-bobblehead,, 120,59,
Sports & Spine Rehabilitation Center,https://www.livingsocial.com/deals/1634124-5-or-10-pilates-reformer-classes,"North Hollywood, CA", 250,99,
9Round Costa Mesa,https://www.livingsocial.com/deals/1632688-kickboxing-circuit-training-classes,"Costa Mesa, CA", 100,25,
Freelance Ocean Tours,https://www.livingsocial.com/deals/1626342-2-5-hour-whale-watching-cruise,"Newport Beach, CA", 36,10,
Karen French Photography,https://www.livingsocial.com/deals/1623096-boudoir-photo-shoot-with-optional-hair-and-makeup,"Irvine, CA", 600,39,
Newport Fun Tours,https://www.livingsocial.com/deals/1618576-75-off-one-ticket-to-newport-beach-christmas-light-boat-cruises,"Newport Beach, CA", 79,19,
PrimeTime Limousine &Sedan Service,https://www.livingsocial.com/deals/1613122-3-hours-of-limousine-service-for-up-to-16-people,Los Angeles Area, 255,124,
Skin Perfect Brothers,https://www.livingsocial.com/deals/1606248-ipl-photo-facial-treatments,"Walnut, CA", 400,89,
Rice N' Spice,https://www.livingsocial.com/deals/1646402-sri-lankan-cuisine-for-at-rice-n-spice,"Anaheim, CA", 15,10,
"Ticket for ""The Wizard of Oz""",https://www.livingsocial.com/events/1645604-ticket-for-the-wizard-of-oz,"Laguna Beach, CA", 25,12,use by Apr  9
Pure Stretch Beverly Hills,https://www.livingsocial.com/deals/1644034-30-minute-stretch-therapy-sessions,"Beverly Hills, CA", 150,49,
Personalized Photo-to-Canvas Print - 4 Sizes,https://www.livingsocial.com/deals/1640500-personalized-photo-to-canvas-print-4-sizes,, 49,8,
Maine Lobster Tail Feast,https://www.livingsocial.com/deals/1640468-maine-lobster-tail-feast,, 180,69,
We Clean Green Carpet Cleaning Los Angeles,https://www.livingsocial.com/deals/1637450-steam-cleaning-for-your-upholstery-or-carpets,Los Angeles Area, 200,54,
Nationwide Real Estate Schools,https://www.livingsocial.com/deals/1637216-12-week-pre-license-real-estate-prep-course,Multiple Locations, 309,149,
Lashes on Broadway,https://www.livingsocial.com/deals/1635890-half-or-full-set-of-eyelash-extensions,Multiple Locations, 99,45,
Old Orange Brewing,https://www.livingsocial.com/deals/1635184-beer-tasting,"Orange, CA", 28,14,
OC Facial Care Center,https://www.livingsocial.com/deals/1634442-2-facials-in-mission-viejo,"Lake Forest, CA", 255,99,
The Body Wrap Clinic,https://www.livingsocial.com/deals/1632032-1-or-3-infrared-body-wraps,"Buena Park, CA", 69,29,
Spa Wasted,https://www.livingsocial.com/deals/1630278-1-hour-microdermabrasion-for-face-neck-and-chest,"Seal Beach, CA", 120,65,
Starr Detail,https://www.livingsocial.com/deals/1625846-auto-detailing-or-window-tinting-services,Los Angeles Area, 140,69,
South Coast Aeronautics,https://www.livingsocial.com/deals/1624096-discovery-flight-over-los-angeles,"Torrance, CA", 300,139,
Goodlife Chiropractic,https://www.livingsocial.com/deals/1622746-massage-package,Multiple Locations, 294,39,
Dickeys Barbecue Pit,https://www.livingsocial.com/deals/1619662-20-to-spend-on-texas-barbecue,"Redondo Beach, CA", 20,11,
Privileged Skin Rx Salon,https://www.livingsocial.com/deals/1618068-1-or-3-microdermabrasion-facials-with-cavitation,"Tarzana, CA", 175,29,
Beach Cities Scuba Centers,https://www.livingsocial.com/deals/1616220-semi-private-padi-open-water-diver-certification,Multiple Locations, 675,199,
VenusMD Health & Beauty Center,https://www.livingsocial.com/deals/1614302-8-laser-hair-removal-sessions,"Westminster, CA", 240,99,
Sparagon Massage & Body Care,https://www.livingsocial.com/deals/1607604-60-minute-massage,"Studio City, CA", 109,39,
